193
1.0 -0.011846 0.0
0.996763 -0.0122598 0.0
0.993571 -0.0126678 0.0
0.990347 -0.013079 0.0
0.987092 -0.0134936 0.0
0.983807 -0.0139123 0.0
0.980491 -0.0143347 0.0
0.977144 -0.0147608 0.0
0.973765 -0.0151906 0.0
0.970354 -0.0156243 0.0
0.96691 -0.0160615 0.0
0.963431 -0.0165022 0.0
0.959916 -0.0169464 0.0
0.956367 -0.0173941 0.0
0.952783 -0.0178455 0.0
0.949163 -0.0183005 0.0
0.945507 -0.0187592 0.0
0.941815 -0.0192216 0.0
0.938087 -0.0196878 0.0
0.934322 -0.0201578 0.0
0.93052 -0.0206317 0.0
0.926681 -0.0211097 0.0
0.922806 -0.0215918 0.0
0.918893 -0.0220781 0.0
0.914943 -0.0225686 0.0
0.910956 -0.0230635 0.0
0.906931 -0.0235627 0.0
0.902869 -0.0240664 0.0
0.898768 -0.0245746 0.0
0.894628 -0.0250873 0.0
0.890448 -0.0256043 0.0
0.886228 -0.0261257 0.0
0.881966 -0.0266514 0.0
0.877662 -0.0271813 0.0
0.873315 -0.0277155 0.0
0.868925 -0.028254 0.0
0.864491 -0.0287966 0.0
0.860011 -0.0293433 0.0
0.855485 -0.0298938 0.0
0.85091 -0.030448 0.0
0.846285 -0.0310057 0.0
0.841611 -0.0315669 0.0
0.836885 -0.0321316 0.0
0.832107 -0.0326996 0.0
0.827276 -0.0332709 0.0
0.822392 -0.0338455 0.0
0.817453 -0.0344233 0.0
0.812459 -0.0350043 0.0
0.807408 -0.0355882 0.0
0.8023 -0.0361751 0.0
0.797134 -0.0367649 0.0
0.791908 -0.0373574 0.0
0.786622 -0.0379526 0.0
0.781275 -0.0385505 0.0
0.775866 -0.0391508 0.0
0.770394 -0.0397536 0.0
0.764858 -0.0403588 0.0
0.759258 -0.0409663 0.0
0.753591 -0.0415759 0.0
0.747858 -0.0421876 0.0
0.742056 -0.0428013 0.0
0.736186 -0.0434167 0.0
0.730245 -0.0440337 0.0
0.724233 -0.0446523 0.0
0.718149 -0.0452723 0.0
0.71199 -0.0458933 0.0
0.705757 -0.0465154 0.0
0.699447 -0.0471382 0.0
0.693059 -0.0477616 0.0
0.686593 -0.0483853 0.0
0.680046 -0.0490092 0.0
0.673418 -0.049633 0.0
0.666707 -0.0502565 0.0
0.659912 -0.0508794 0.0
0.653031 -0.0515014 0.0
0.646064 -0.0521223 0.0
0.639007 -0.0527417 0.0
0.631859 -0.053359 0.0
0.624618 -0.0539737 0.0
0.617283 -0.0545853 0.0
0.609849 -0.0551931 0.0
0.602316 -0.0557962 0.0
0.594679 -0.0563936 0.0
0.586935 -0.0569842 0.0
0.57908 -0.0575665 0.0
0.57111 -0.0581391 0.0
0.563022 -0.0587002 0.0
